State,Year,Month,Period,Indicator,Data Value
TENNESSEE,2021,January,Monthly,Number of Live Births,6335
TEXAS,2021,January,Monthly,Number of Live Births,28255
UTAH,2021,January,Monthly,Number of Live Births,3364
VERMONT,2021,January,Monthly,Number of Live Births,376
VIRGINIA,2021,January,Monthly,Number of Live Births,7340
WASHINGTON,2021,January,Monthly,Number of Live Births,6341
WEST VIRGINIA,2021,January,Monthly,Number of Live Births,1338
WISCONSIN,2021,January,Monthly,Number of Live Births,4545
WYOMING,2021,January,Monthly,Number of Live Births,446
PUERTO RICO,2021,January,Monthly,Number of Live Births,1434
ALABAMA,2021,February,Monthly,Number of Live Births,4383
ALASKA,2021,February,Monthly,Number of Live Births,661
ARIZONA,2021,February,Monthly,Number of Live Births,5555
ARKANSAS,2021,February,Monthly,Number of Live Births,2664
CALIFORNIA,2021,February,Monthly,Number of Live Births,30020
COLORADO,2021,February,Monthly,Number of Live Births,4781
CONNECTICUT,2021,February,Monthly,Number of Live Births,2534
DELAWARE,2021,February,Monthly,Number of Live Births,688
DISTRICT OF COLUMBIA,2021,February,Monthly,Number of Live Births,586
FLORIDA,2021,February,Monthly,Number of Live Births,16112
GEORGIA,2021,February,Monthly,Number of Live Births,9106
HAWAII,2021,February,Monthly,Number of Live Births,1116
IDAHO,2021,February,Monthly,Number of Live Births,1570
ILLINOIS,2021,February,Monthly,Number of Live Births,9631
INDIANA,2021,February,Monthly,Number of Live Births,5629
IOWA,2021,February,Monthly,Number of Live Births,2749
KANSAS,2021,February,Monthly,Number of Live Births,2579
KENTUCKY,2021,February,Monthly,Number of Live Births,3939
LOUISIANA,2021,February,Monthly,Number of Live Births,4420
MAINE,2021,February,Monthly,Number of Live Births,815
MARYLAND,2021,February,Monthly,Number of Live Births,4908
MASSACHUSETTS,2021,February,Monthly,Number of Live Births,4817
MICHIGAN,2021,February,Monthly,Number of Live Births,7611
MINNESOTA,2021,February,Monthly,Number of Live Births,4656
MISSISSIPPI,2021,February,Monthly,Number of Live Births,2629
MISSOURI,2021,February,Monthly,Number of Live Births,4967
MONTANA,2021,February,Monthly,Number of Live Births,827
NEBRASKA,2021,February,Monthly,Number of Live Births,1855
NEVADA,2021,February,Monthly,Number of Live Births,2448
NEW HAMPSHIRE,2021,February,Monthly,Number of Live Births,908
NEW JERSEY,2021,February,Monthly,Number of Live Births,7345
NEW MEXICO,2021,February,Monthly,Number of Live Births,1553
NEW YORK,2021,February,Monthly,Number of Live Births,15285
NORTH CAROLINA,2021,February,Monthly,Number of Live Births,8827
NORTH DAKOTA,2021,February,Monthly,Number of Live Births,764
OHIO,2021,February,Monthly,Number of Live Births,9722
OKLAHOMA,2021,February,Monthly,Number of Live Births,3488
OREGON,2021,February,Monthly,Number of Live Births,2901
PENNSYLVANIA,2021,February,Monthly,Number of Live Births,9634
RHODE ISLAND,2021,February,Monthly,Number of Live Births,695
SOUTH CAROLINA,2021,February,Monthly,Number of Live Births,4207
SOUTH DAKOTA,2021,February,Monthly,Number of Live Births,826
TENNESSEE,2021,February,Monthly,Number of Live Births,6033
TEXAS,2021,February,Monthly,Number of Live Births,26624
UTAH,2021,February,Monthly,Number of Live Births,3433
VERMONT,2021,February,Monthly,Number of Live Births,366
VIRGINIA,2021,February,Monthly,Number of Live Births,6988
WASHINGTON,2021,February,Monthly,Number of Live Births,6106
WEST VIRGINIA,2021,February,Monthly,Number of Live Births,1249
WISCONSIN,2021,February,Monthly,Number of Live Births,4437
WYOMING,2021,February,Monthly,Number of Live Births,448
PUERTO RICO,2021,February,Monthly,Number of Live Births,1243
ALABAMA,2021,March,Monthly,Number of Live Births,4738
ALASKA,2021,March,Monthly,Number of Live Births,802
ARIZONA,2021,March,Monthly,Number of Live Births,5979
ARKANSAS,2021,March,Monthly,Number of Live Births,3036
CALIFORNIA,2021,March,Monthly,Number of Live Births,34561
COLORADO,2021,March,Monthly,Number of Live Births,5287
CONNECTICUT,2021,March,Monthly,Number of Live Births,2986
DELAWARE,2021,March,Monthly,Number of Live Births,827
DISTRICT OF COLUMBIA,2021,March,Monthly,Number of Live Births,664
FLORIDA,2021,March,Monthly,Number of Live Births,17239
GEORGIA,2021,March,Monthly,Number of Live Births,10153
HAWAII,2021,March,Monthly,Number of Live Births,1415
IDAHO,2021,March,Monthly,Number of Live Births,1971
ILLINOIS,2021,March,Monthly,Number of Live Births,11267
INDIANA,2021,March,Monthly,Number of Live Births,6329
IOWA,2021,March,Monthly,Number of Live Births,3122
KANSAS,2021,March,Monthly,Number of Live Births,2950
KENTUCKY,2021,March,Monthly,Number of Live Births,4350
LOUISIANA,2021,March,Monthly,Number of Live Births,4896
MAINE,2021,March,Monthly,Number of Live Births,959
MARYLAND,2021,March,Monthly,Number of Live Births,5631
MASSACHUSETTS,2021,March,Monthly,Number of Live Births,5740
MICHIGAN,2021,March,Monthly,Number of Live Births,8586
MINNESOTA,2021,March,Monthly,Number of Live Births,5401
MISSISSIPPI,2021,March,Monthly,Number of Live Births,2916
MISSOURI,2021,March,Monthly,Number of Live Births,5881
MONTANA,2021,March,Monthly,Number of Live Births,970
NEBRASKA,2021,March,Monthly,Number of Live Births,2063
NEVADA,2021,March,Monthly,Number of Live Births,2738
NEW HAMPSHIRE,2021,March,Monthly,Number of Live Births,995
NEW JERSEY,2021,March,Monthly,Number of Live Births,8406
NEW MEXICO,2021,March,Monthly,Number of Live Births,1705
NEW YORK,2021,March,Monthly,Number of Live Births,17864
NORTH CAROLINA,2021,March,Monthly,Number of Live Births,9708
NORTH DAKOTA,2021,March,Monthly,Number of Live Births,905
OHIO,2021,March,Monthly,Number of Live Births,10801
OKLAHOMA,2021,March,Monthly,Number of Live Births,4036
OREGON,2021,March,Monthly,Number of Live Births,3417
PENNSYLVANIA,2021,March,Monthly,Number of Live Births,10952
RHODE ISLAND,2021,March,Monthly,Number of Live Births,871
SOUTH CAROLINA,2021,March,Monthly,Number of Live Births,4609
SOUTH DAKOTA,2021,March,Monthly,Number of Live Births,954
TENNESSEE,2021,March,Monthly,Number of Live Births,6748
TEXAS,2021,March,Monthly,Number of Live Births,30184
UTAH,2021,March,Monthly,Number of Live Births,4117
VERMONT,2021,March,Monthly,Number of Live Births,408
VIRGINIA,2021,March,Monthly,Number of Live Births,8151
WASHINGTON,2021,March,Monthly,Number of Live Births,6908
WEST VIRGINIA,2021,March,Monthly,Number of Live Births,1542
WISCONSIN,2021,March,Monthly,Number of Live Births,5133
WYOMING,2021,March,Monthly,Number of Live Births,545
PUERTO RICO,2021,March,Monthly,Number of Live Births,1512
ALABAMA,2021,April,Monthly,Number of Live Births,4522
ALASKA,2021,April,Monthly,Number of Live Births,815
ARIZONA,2021,April,Monthly,Number of Live Births,5997
ARKANSAS,2021,April,Monthly,Number of Live Births,2701
CALIFORNIA,2021,April,Monthly,Number of Live Births,33401
COLORADO,2021,April,Monthly,Number of Live Births,5329
CONNECTICUT,2021,April,Monthly,Number of Live Births,2971
DELAWARE,2021,April,Monthly,Number of Live Births,840
DISTRICT OF COLUMBIA,2021,April,Monthly,Number of Live Births,638
FLORIDA,2021,April,Monthly,Number of Live Births,16745
GEORGIA,2021,April,Monthly,Number of Live Births,9828
HAWAII,2021,April,Monthly,Number of Live Births,1269
IDAHO,2021,April,Monthly,Number of Live Births,1873
ILLINOIS,2021,April,Monthly,Number of Live Births,10904
INDIANA,2021,April,Monthly,Number of Live Births,6287
IOWA,2021,April,Monthly,Number of Live Births,2979
KANSAS,2021,April,Monthly,Number of Live Births,2865
KENTUCKY,2021,April,Monthly,Number of Live Births,4129
LOUISIANA,2021,April,Monthly,Number of Live Births,4241
MAINE,2021,April,Monthly,Number of Live Births,986
MARYLAND,2021,April,Monthly,Number of Live Births,5450
MASSACHUSETTS,2021,April,Monthly,Number of Live Births,5696
MICHIGAN,2021,April,Monthly,Number of Live Births,8564
MINNESOTA,2021,April,Monthly,Number of Live Births,5287
MISSISSIPPI,2021,April,Monthly,Number of Live Births,2551
MISSOURI,2021,April,Monthly,Number of Live Births,5528
MONTANA,2021,April,Monthly,Number of Live Births,957
NEBRASKA,2021,April,Monthly,Number of Live Births,2029
NEVADA,2021,April,Monthly,Number of Live Births,2612
NEW HAMPSHIRE,2021,April,Monthly,Number of Live Births,1110
NEW JERSEY,2021,April,Monthly,Number of Live Births,8361
NEW MEXICO,2021,April,Monthly,Number of Live Births,1727
NEW YORK,2021,April,Monthly,Number of Live Births,17345
NORTH CAROLINA,2021,April,Monthly,Number of Live Births,9575
NORTH DAKOTA,2021,April,Monthly,Number of Live Births,845
OHIO,2021,April,Monthly,Number of Live Births,10485
OKLAHOMA,2021,April,Monthly,Number of Live Births,3764
OREGON,2021,April,Monthly,Number of Live Births,3398
PENNSYLVANIA,2021,April,Monthly,Number of Live Births,10835
RHODE ISLAND,2021,April,Monthly,Number of Live Births,873
SOUTH CAROLINA,2021,April,Monthly,Number of Live Births,4396
SOUTH DAKOTA,2021,April,Monthly,Number of Live Births,1016
TENNESSEE,2021,April,Monthly,Number of Live Births,6387
TEXAS,2021,April,Monthly,Number of Live Births,28498
UTAH,2021,April,Monthly,Number of Live Births,3899
VERMONT,2021,April,Monthly,Number of Live Births,447
VIRGINIA,2021,April,Monthly,Number of Live Births,7821
WASHINGTON,2021,April,Monthly,Number of Live Births,7037
WEST VIRGINIA,2021,April,Monthly,Number of Live Births,1437
WISCONSIN,2021,April,Monthly,Number of Live Births,5159
WYOMING,2021,April,Monthly,Number of Live Births,524
PUERTO RICO,2021,April,Monthly,Number of Live Births,1499
ALABAMA,2021,May,Monthly,Number of Live Births,4490
ALASKA,2021,May,Monthly,Number of Live Births,864
ARIZONA,2021,May,Monthly,Number of Live Births,6009
ARKANSAS,2021,May,Monthly,Number of Live Births,2790
CALIFORNIA,2021,May,Monthly,Number of Live Births,34282
COLORADO,2021,May,Monthly,Number of Live Births,5422
CONNECTICUT,2021,May,Monthly,Number of Live Births,3043
DELAWARE,2021,May,Monthly,Number of Live Births,871
DISTRICT OF COLUMBIA,2021,May,Monthly,Number of Live Births,685
FLORIDA,2021,May,Monthly,Number of Live Births,16923
GEORGIA,2021,May,Monthly,Number of Live Births,9878
HAWAII,2021,May,Monthly,Number of Live Births,1287
IDAHO,2021,May,Monthly,Number of Live Births,1960
ILLINOIS,2021,May,Monthly,Number of Live Births,11071
INDIANA,2021,May,Monthly,Number of Live Births,6512
IOWA,2021,May,Monthly,Number of Live Births,3066
KANSAS,2021,May,Monthly,Number of Live Births,2878
KENTUCKY,2021,May,Monthly,Number of Live Births,4261
LOUISIANA,2021,May,Monthly,Number of Live Births,4390
MAINE,2021,May,Monthly,Number of Live Births,1039
MARYLAND,2021,May,Monthly,Number of Live Births,5674
MASSACHUSETTS,2021,May,Monthly,Number of Live Births,6119
MICHIGAN,2021,May,Monthly,Number of Live Births,8949
MINNESOTA,2021,May,Monthly,Number of Live Births,5602
MISSISSIPPI,2021,May,Monthly,Number of Live Births,2739
MISSOURI,2021,May,Monthly,Number of Live Births,5814
MONTANA,2021,May,Monthly,Number of Live Births,946
NEBRASKA,2021,May,Monthly,Number of Live Births,2121
NEVADA,2021,May,Monthly,Number of Live Births,2793
NEW HAMPSHIRE,2021,May,Monthly,Number of Live Births,1088
NEW JERSEY,2021,May,Monthly,Number of Live Births,8343
NEW MEXICO,2021,May,Monthly,Number of Live Births,1715
NEW YORK,2021,May,Monthly,Number of Live Births,17835
NORTH CAROLINA,2021,May,Monthly,Number of Live Births,9797
NORTH DAKOTA,2021,May,Monthly,Number of Live Births,825
OHIO,2021,May,Monthly,Number of Live Births,10852
OKLAHOMA,2021,May,Monthly,Number of Live Births,3946
OREGON,2021,May,Monthly,Number of Live Births,3568
PENNSYLVANIA,2021,May,Monthly,Number of Live Births,10996
RHODE ISLAND,2021,May,Monthly,Number of Live Births,895
SOUTH CAROLINA,2021,May,Monthly,Number of Live Births,4576
SOUTH DAKOTA,2021,May,Monthly,Number of Live Births,960
TENNESSEE,2021,May,Monthly,Number of Live Births,6547
TEXAS,2021,May,Monthly,Number of Live Births,29230
UTAH,2021,May,Monthly,Number of Live Births,4113
VERMONT,2021,May,Monthly,Number of Live Births,437
VIRGINIA,2021,May,Monthly,Number of Live Births,7956
WASHINGTON,2021,May,Monthly,Number of Live Births,7177
WEST VIRGINIA,2021,May,Monthly,Number of Live Births,1427
WISCONSIN,2021,May,Monthly,Number of Live Births,5339
WYOMING,2021,May,Monthly,Number of Live Births,549
PUERTO RICO,2021,May,Monthly,Number of Live Births,1516
ALABAMA,2021,June,Monthly,Number of Live Births,4909
ALASKA,2021,June,Monthly,Number of Live Births,808
ARIZONA,2021,June,Monthly,Number of Live Births,6176
ARKANSAS,2021,June,Monthly,Number of Live Births,3057
CALIFORNIA,2021,June,Monthly,Number of Live Births,34849
COLORADO,2021,June,Monthly,Number of Live Births,5524
CONNECTICUT,2021,June,Monthly,Number of Live Births,3092
DELAWARE,2021,June,Monthly,Number of Live Births,926
DISTRICT OF COLUMBIA,2021,June,Monthly,Number of Live Births,665
FLORIDA,2021,June,Monthly,Number of Live Births,17503
GEORGIA,2021,June,Monthly,Number of Live Births,10384
HAWAII,2021,June,Monthly,Number of Live Births,1270
IDAHO,2021,June,Monthly,Number of Live Births,1979
ILLINOIS,2021,June,Monthly,Number of Live Births,11868
INDIANA,2021,June,Monthly,Number of Live Births,6898
IOWA,2021,June,Monthly,Number of Live Births,3202
KANSAS,2021,June,Monthly,Number of Live Births,2959
KENTUCKY,2021,June,Monthly,Number of Live Births,4385
LOUISIANA,2021,June,Monthly,Number of Live Births,4747
MAINE,2021,June,Monthly,Number of Live Births,1071
MARYLAND,2021,June,Monthly,Number of Live Births,5994
MASSACHUSETTS,2021,June,Monthly,Number of Live Births,6187
MICHIGAN,2021,June,Monthly,Number of Live Births,9517
MINNESOTA,2021,June,Monthly,Number of Live Births,5794
MISSISSIPPI,2021,June,Monthly,Number of Live Births,2957
MISSOURI,2021,June,Monthly,Number of Live Births,6088
MONTANA,2021,June,Monthly,Number of Live Births,1032
NEBRASKA,2021,June,Monthly,Number of Live Births,2187
NEVADA,2021,June,Monthly,Number of Live Births,2849
NEW HAMPSHIRE,2021,June,Monthly,Number of Live Births,1157
NEW JERSEY,2021,June,Monthly,Number of Live Births,8772
NEW MEXICO,2021,June,Monthly,Number of Live Births,1794
NEW YORK,2021,June,Monthly,Number of Live Births,18609
NORTH CAROLINA,2021,June,Monthly,Number of Live Births,10269
NORTH DAKOTA,2021,June,Monthly,Number of Live Births,888
OHIO,2021,June,Monthly,Number of Live Births,11217
OKLAHOMA,2021,June,Monthly,Number of Live Births,4127
OREGON,2021,June,Monthly,Number of Live Births,3569
PENNSYLVANIA,2021,June,Monthly,Number of Live Births,11453
RHODE ISLAND,2021,June,Monthly,Number of Live Births,942
SOUTH CAROLINA,2021,June,Monthly,Number of Live Births,4743
SOUTH DAKOTA,2021,June,Monthly,Number of Live Births,1020
TENNESSEE,2021,June,Monthly,Number of Live Births,6873
TEXAS,2021,June,Monthly,Number of Live Births,30945
UTAH,2021,June,Monthly,Number of Live Births,4240
VERMONT,2021,June,Monthly,Number of Live Births,504
VIRGINIA,2021,June,Monthly,Number of Live Births,8466
WASHINGTON,2021,June,Monthly,Number of Live Births,7195
WEST VIRGINIA,2021,June,Monthly,Number of Live Births,1577
WISCONSIN,2021,June,Monthly,Number of Live Births,5550
WYOMING,2021,June,Monthly,Number of Live Births,535
PUERTO RICO,2021,June,Monthly,Number of Live Births,1635
ALABAMA,2021,July,Monthly,Number of Live Births,5153
ALASKA,2021,July,Monthly,Number of Live Births,863
ARIZONA,2021,July,Monthly,Number of Live Births,6865
ARKANSAS,2021,July,Monthly,Number of Live Births,3225
CALIFORNIA,2021,July,Monthly,Number of Live Births,36371
COLORADO,2021,July,Monthly,Number of Live Births,5608
CONNECTICUT,2021,July,Monthly,Number of Live Births,3181
DELAWARE,2021,July,Monthly,Number of Live Births,990
DISTRICT OF COLUMBIA,2021,July,Monthly,Number of Live Births,714
FLORIDA,2021,July,Monthly,Number of Live Births,18508
GEORGIA,2021,July,Monthly,Number of Live Births,10904
HAWAII,2021,July,Monthly,Number of Live Births,1351
IDAHO,2021,July,Monthly,Number of Live Births,1962
ILLINOIS,2021,July,Monthly,Number of Live Births,11932
INDIANA,2021,July,Monthly,Number of Live Births,7209
IOWA,2021,July,Monthly,Number of Live Births,3372
KANSAS,2021,July,Monthly,Number of Live Births,3116
KENTUCKY,2021,July,Monthly,Number of Live Births,4794
LOUISIANA,2021,July,Monthly,Number of Live Births,5069
MAINE,2021,July,Monthly,Number of Live Births,1128
MARYLAND,2021,July,Monthly,Number of Live Births,6178
MASSACHUSETTS,2021,July,Monthly,Number of Live Births,6290
MICHIGAN,2021,July,Monthly,Number of Live Births,9744
MINNESOTA,2021,July,Monthly,Number of Live Births,5857
MISSISSIPPI,2021,July,Monthly,Number of Live Births,3093
MISSOURI,2021,July,Monthly,Number of Live Births,6326
MONTANA,2021,July,Monthly,Number of Live Births,1015
NEBRASKA,2021,July,Monthly,Number of Live Births,2162
NEVADA,2021,July,Monthly,Number of Live Births,2947
NEW HAMPSHIRE,2021,July,Monthly,Number of Live Births,1202
NEW JERSEY,2021,July,Monthly,Number of Live Births,9103
NEW MEXICO,2021,July,Monthly,Number of Live Births,1830
NEW YORK,2021,July,Monthly,Number of Live Births,19011
NORTH CAROLINA,2021,July,Monthly,Number of Live Births,10650
NORTH DAKOTA,2021,July,Monthly,Number of Live Births,867
OHIO,2021,July,Monthly,Number of Live Births,11611
OKLAHOMA,2021,July,Monthly,Number of Live Births,4286
OREGON,2021,July,Monthly,Number of Live Births,3684
PENNSYLVANIA,2021,July,Monthly,Number of Live Births,12192
RHODE ISLAND,2021,July,Monthly,Number of Live Births,959
SOUTH CAROLINA,2021,July,Monthly,Number of Live Births,4992
SOUTH DAKOTA,2021,July,Monthly,Number of Live Births,997
TENNESSEE,2021,July,Monthly,Number of Live Births,7195
TEXAS,2021,July,Monthly,Number of Live Births,32873
UTAH,2021,July,Monthly,Number of Live Births,4217
VERMONT,2021,July,Monthly,Number of Live Births,502
VIRGINIA,2021,July,Monthly,Number of Live Births,8575
WASHINGTON,2021,July,Monthly,Number of Live Births,7482
WEST VIRGINIA,2021,July,Monthly,Number of Live Births,1595
WISCONSIN,2021,July,Monthly,Number of Live Births,5525
WYOMING,2021,July,Monthly,Number of Live Births,592
PUERTO RICO,2021,July,Monthly,Number of Live Births,1582
ALABAMA,2021,August,Monthly,Number of Live Births,5164
ALASKA,2021,August,Monthly,Number of Live Births,818
ARIZONA,2021,August,Monthly,Number of Live Births,7023
ARKANSAS,2021,August,Monthly,Number of Live Births,3352
CALIFORNIA,2021,August,Monthly,Number of Live Births,38248
COLORADO,2021,August,Monthly,Number of Live Births,5658
CONNECTICUT,2021,August,Monthly,Number of Live Births,3292
DELAWARE,2021,August,Monthly,Number of Live Births,946
DISTRICT OF COLUMBIA,2021,August,Monthly,Number of Live Births,708
FLORIDA,2021,August,Monthly,Number of Live Births,19598
GEORGIA,2021,August,Monthly,Number of Live Births,11286
HAWAII,2021,August,Monthly,Number of Live Births,1419
IDAHO,2021,August,Monthly,Number of Live Births,2063
ILLINOIS,2021,August,Monthly,Number of Live Births,11794
INDIANA,2021,August,Monthly,Number of Live Births,7178
IOWA,2021,August,Monthly,Number of Live Births,3287
KANSAS,2021,August,Monthly,Number of Live Births,3041
KENTUCKY,2021,August,Monthly,Number of Live Births,4761
LOUISIANA,2021,August,Monthly,Number of Live Births,5088
MAINE,2021,August,Monthly,Number of Live Births,1108
MARYLAND,2021,August,Monthly,Number of Live Births,6140
MASSACHUSETTS,2021,August,Monthly,Number of Live Births,6283
MICHIGAN,2021,August,Monthly,Number of Live Births,9452
MINNESOTA,2021,August,Monthly,Number of Live Births,5743
MISSISSIPPI,2021,August,Monthly,Number of Live Births,3198
MISSOURI,2021,August,Monthly,Number of Live Births,6243
MONTANA,2021,August,Monthly,Number of Live Births,960
NEBRASKA,2021,August,Monthly,Number of Live Births,2115
NEVADA,2021,August,Monthly,Number of Live Births,3093
NEW HAMPSHIRE,2021,August,Monthly,Number of Live Births,1196
NEW JERSEY,2021,August,Monthly,Number of Live Births,9171
NEW MEXICO,2021,August,Monthly,Number of Live Births,1806
NEW YORK,2021,August,Monthly,Number of Live Births,18909
NORTH CAROLINA,2021,August,Monthly,Number of Live Births,11015
NORTH DAKOTA,2021,August,Monthly,Number of Live Births,865
OHIO,2021,August,Monthly,Number of Live Births,11528
OKLAHOMA,2021,August,Monthly,Number of Live Births,4334
OREGON,2021,August,Monthly,Number of Live Births,3687
PENNSYLVANIA,2021,August,Monthly,Number of Live Births,11709
RHODE ISLAND,2021,August,Monthly,Number of Live Births,997
SOUTH CAROLINA,2021,August,Monthly,Number of Live Births,5242
SOUTH DAKOTA,2021,August,Monthly,Number of Live Births,1017
TENNESSEE,2021,August,Monthly,Number of Live Births,7278
TEXAS,2021,August,Monthly,Number of Live Births,33710
UTAH,2021,August,Monthly,Number of Live Births,4181
VERMONT,2021,August,Monthly,Number of Live Births,529
VIRGINIA,2021,August,Monthly,Number of Live Births,8566
WASHINGTON,2021,August,Monthly,Number of Live Births,7568
WEST VIRGINIA,2021,August,Monthly,Number of Live Births,1558
WISCONSIN,2021,August,Monthly,Number of Live Births,5460
WYOMING,2021,August,Monthly,Number of Live Births,566
PUERTO RICO,2021,August,Monthly,Number of Live Births,1700
ALABAMA,2021,September,Monthly,Number of Live Births,5171
ALASKA,2021,September,Monthly,Number of Live Births,837
ARIZONA,2021,September,Monthly,Number of Live Births,7048
ARKANSAS,2021,September,Monthly,Number of Live Births,3300
CALIFORNIA,2021,September,Monthly,Number of Live Births,37358
COLORADO,2021,September,Monthly,Number of Live Births,5364
CONNECTICUT,2021,September,Monthly,Number of Live Births,3244
DELAWARE,2021,September,Monthly,Number of Live Births,1013
DISTRICT OF COLUMBIA,2021,September,Monthly,Number of Live Births,734
FLORIDA,2021,September,Monthly,Number of Live Births,20028
GEORGIA,2021,September,Monthly,Number of Live Births,11109
HAWAII,2021,September,Monthly,Number of Live Births,1386
IDAHO,2021,September,Monthly,Number of Live Births,1885
ILLINOIS,2021,September,Monthly,Number of Live Births,11409
INDIANA,2021,September,Monthly,Number of Live Births,7150
IOWA,2021,September,Monthly,Number of Live Births,3233
KANSAS,2021,September,Monthly,Number of Live Births,3049
KENTUCKY,2021,September,Monthly,Number of Live Births,4688
LOUISIANA,2021,September,Monthly,Number of Live Births,5114
MAINE,2021,September,Monthly,Number of Live Births,1099
MARYLAND,2021,September,Monthly,Number of Live Births,5981
MASSACHUSETTS,2021,September,Monthly,Number of Live Births,6253
MICHIGAN,2021,September,Monthly,Number of Live Births,9102
MINNESOTA,2021,September,Monthly,Number of Live Births,5580
MISSISSIPPI,2021,September,Monthly,Number of Live Births,3165
MISSOURI,2021,September,Monthly,Number of Live Births,6032
MONTANA,2021,September,Monthly,Number of Live Births,970
NEBRASKA,2021,September,Monthly,Number of Live Births,2105
NEVADA,2021,September,Monthly,Number of Live Births,2907
NEW HAMPSHIRE,2021,September,Monthly,Number of Live Births,1090
NEW JERSEY,2021,September,Monthly,Number of Live Births,9012
NEW MEXICO,2021,September,Monthly,Number of Live Births,1875
NEW YORK,2021,September,Monthly,Number of Live Births,18321
NORTH CAROLINA,2021,September,Monthly,Number of Live Births,10834
NORTH DAKOTA,2021,September,Monthly,Number of Live Births,874
OHIO,2021,September,Monthly,Number of Live Births,11446
OKLAHOMA,2021,September,Monthly,Number of Live Births,4214
OREGON,2021,September,Monthly,Number of Live Births,3611
PENNSYLVANIA,2021,September,Monthly,Number of Live Births,11597
RHODE ISLAND,2021,September,Monthly,Number of Live Births,917
SOUTH CAROLINA,2021,September,Monthly,Number of Live Births,5081
SOUTH DAKOTA,2021,September,Monthly,Number of Live Births,1028
TENNESSEE,2021,September,Monthly,Number of Live Births,7427
TEXAS,2021,September,Monthly,Number of Live Births,33894
UTAH,2021,September,Monthly,Number of Live Births,4042
VERMONT,2021,September,Monthly,Number of Live Births,462
VIRGINIA,2021,September,Monthly,Number of Live Births,8685
WASHINGTON,2021,September,Monthly,Number of Live Births,7267
WEST VIRGINIA,2021,September,Monthly,Number of Live Births,1534
WISCONSIN,2021,September,Monthly,Number of Live Births,5400
WYOMING,2021,September,Monthly,Number of Live Births,513
PUERTO RICO,2021,September,Monthly,Number of Live Births,1866
ALABAMA,2021,October,Monthly,Number of Live Births,4980
ALASKA,2021,October,Monthly,Number of Live Births,738
ARIZONA,2021,October,Monthly,Number of Live Births,7008
ARKANSAS,2021,October,Monthly,Number of Live Births,3134
CALIFORNIA,2021,October,Monthly,Number of Live Births,36996
COLORADO,2021,October,Monthly,Number of Live Births,5296
CONNECTICUT,2021,October,Monthly,Number of Live Births,3004
DELAWARE,2021,October,Monthly,Number of Live Births,924
DISTRICT OF COLUMBIA,2021,October,Monthly,Number of Live Births,664
FLORIDA,2021,October,Monthly,Number of Live Births,19525
GEORGIA,2021,October,Monthly,Number of Live Births,10709
HAWAII,2021,October,Monthly,Number of Live Births,1333
IDAHO,2021,October,Monthly,Number of Live Births,1873
ILLINOIS,2021,October,Monthly,Number of Live Births,11065
INDIANA,2021,October,Monthly,Number of Live Births,6973
IOWA,2021,October,Monthly,Number of Live Births,3154
KANSAS,2021,October,Monthly,Number of Live Births,2961
KENTUCKY,2021,October,Monthly,Number of Live Births,4487
LOUISIANA,2021,October,Monthly,Number of Live Births,4904
MAINE,2021,October,Monthly,Number of Live Births,978
MARYLAND,2021,October,Monthly,Number of Live Births,5943
MASSACHUSETTS,2021,October,Monthly,Number of Live Births,5927
MICHIGAN,2021,October,Monthly,Number of Live Births,8604
MINNESOTA,2021,October,Monthly,Number of Live Births,5398
MISSISSIPPI,2021,October,Monthly,Number of Live Births,3083
MISSOURI,2021,October,Monthly,Number of Live Births,5898
MONTANA,2021,October,Monthly,Number of Live Births,905
NEBRASKA,2021,October,Monthly,Number of Live Births,2036
NEVADA,2021,October,Monthly,Number of Live Births,2978
NEW HAMPSHIRE,2021,October,Monthly,Number of Live Births,1076
NEW JERSEY,2021,October,Monthly,Number of Live Births,8744
NEW MEXICO,2021,October,Monthly,Number of Live Births,1795
NEW YORK,2021,October,Monthly,Number of Live Births,18287
NORTH CAROLINA,2021,October,Monthly,Number of Live Births,10313
NORTH DAKOTA,2021,October,Monthly,Number of Live Births,846
OHIO,2021,October,Monthly,Number of Live Births,10991
OKLAHOMA,2021,October,Monthly,Number of Live Births,4022
OREGON,2021,October,Monthly,Number of Live Births,3513
PENNSYLVANIA,2021,October,Monthly,Number of Live Births,11272
RHODE ISLAND,2021,October,Monthly,Number of Live Births,900
SOUTH CAROLINA,2021,October,Monthly,Number of Live Births,4760
SOUTH DAKOTA,2021,October,Monthly,Number of Live Births,972
TENNESSEE,2021,October,Monthly,Number of Live Births,6931
TEXAS,2021,October,Monthly,Number of Live Births,32551
UTAH,2021,October,Monthly,Number of Live Births,3833
VERMONT,2021,October,Monthly,Number of Live Births,436
VIRGINIA,2021,October,Monthly,Number of Live Births,8181
WASHINGTON,2021,October,Monthly,Number of Live Births,7040
WEST VIRGINIA,2021,October,Monthly,Number of Live Births,1500
WISCONSIN,2021,October,Monthly,Number of Live Births,5190
WYOMING,2021,October,Monthly,Number of Live Births,488
PUERTO RICO,2021,October,Monthly,Number of Live Births,1755
ALABAMA,2021,November,Monthly,Number of Live Births,4861
ALASKA,2021,November,Monthly,Number of Live Births,705
ARIZONA,2021,November,Monthly,Number of Live Births,6668
ARKANSAS,2021,November,Monthly,Number of Live Births,3011
CALIFORNIA,2021,November,Monthly,Number of Live Births,35382
COLORADO,2021,November,Monthly,Number of Live Births,4989
